,Representative,Metric,Num,Unit
2886,3CCZ,Kd,51.7,nM
2887,3CCW,Kd,13.5,nM
2888,3CDA,Kd,26.3,nM
2889,3CCT,Kd,27.4,nM
2890,1HWK,ic50,8.0,nM
2891,1HWI,ic50,28.0,nM
2892,1HWJ,ic50,10.0,nM
2893,3BGL,ic50,4.5,nM
2894,3CD7,Kd,14.3,nM
2895,3CD5,Kd,12.7,nM
2896,2Q1L,ic50,12.4,nM
2897,2Q6C,ic50,16.7,nM
2898,2R4F,ic50,1.5,nM
2899,3CD0,Kd,26.9,nM
2900,1HW9,ic50,11.0,nM
2901,1HW8,ic50,23.0,nM
2902,3CDB,Kd,95.7,nM
2903,1HWL,ic50,5.0,nM
2904,5UGH,ic50,420.0,uM
2905,4E+28,Ki,1.3,uM
2906,2G86,Kd,0.44,uM
2907,1JMI,Kd,0.87,uM
2908,1NJE,Kd,160.0,uM
2909,1TSL,Ki,0.7,uM
2910,1NJD,Kd,2.7,uM
2911,1NJC,Kd,2.8,uM
2912,1TSY,Kd,11.0,uM
2913,1BP0,Kd,4.0,uM
2914,1NJA,Kd,0.49,uM
2915,1JMF,Kd,1.7,uM
2916,1JMG,Kd,0.85,uM
2917,1I00,Kd,0.46,uM
2918,5X66,Kd,1.19,uM
2919,5X67,Kd,1.19,uM
2920,5X5D,Kd,1.19,uM
2921,2KCE,Ki,0.67,uM
2922,1TYS,Kd,3.27,uM
2923,4LRR,Ki,6.0,uM
2924,1F4E,Ki,1.1,mM
2925,1JG0,ic50,5.0,uM
2926,5J7W,Ki,13.0,uM
2927,4ISK,Ki,1.2,nM
2928,1F4F,Ki,24.0,uM
2929,1SYN,Kd,0.1,nM
2930,1TLC,Kd,0.076,uM
2931,1F28,Ki,16.0,nM
2932,2A9W,Ki,4.1,uM
2933,1F4G,Ki,330.0,nM
2934,1TSD,Kd,0.04,uM
2935,2OBF,Ki,1.4,nM
2936,3KPV,Kd,180.0,uM
2937,3KR2,Kd,7.2,uM
2938,3KQY,Kd,15.0,uM
2939,3KQP,Kd,380.0,uM
2940,2G70,Ki,17.0,nM
2941,3KQS,Kd,6.3,uM
2942,3KQO,Kd,140.0,uM
2943,2G8N,Ki,0.063,uM
2944,3HCC,Ki,13.0,uM
2945,3KQW,Kd,97.0,uM
2946,2G72,Ki,315.0,nM
2947,3KPU,Kd,690.0,uM
2948,1YZ3,Ki,1.55,nM
2949,2G71,Ki,35.0,nM
2950,1HNN,Ki,0.58,uM
2951,3KPW,Kd,14.0,uM
2952,3KR1,Kd,1.8,uM
2953,3KQT,Kd,4.6,uM
2954,2AN5,Ki,2.1,uM
2955,3KQM,Kd,170.0,uM
2956,4UBP,Ki,2.6,uM
2957,2FKF,Kd,1.2,mM
2958,3A5Y,Kd,11.0,nM
2959,1PL6,Ki,154.0,nM
2960,3H22,ic50,8.0,uM
2961,4D8Z,ic50,57.0,uM
2962,4DB7,ic50,36.0,uM
2963,4DAF,ic50,11.0,uM
2964,3H2M,ic50,215.0,uM
2965,3H2F,ic50,86.7,uM
2966,3H21,ic50,19.8,uM
2967,4D9P,ic50,145.0,uM
2968,3H26,ic50,32.4,uM
2969,4DAI,ic50,18.0,uM
2970,3H2N,ic50,212.6,uM
2971,3H23,ic50,19.3,uM
2972,3H2A,ic50,108.9,uM
2973,3CV2,Ki,37.0,uM
2974,1P7T,Ki,1.0,mM
2975,3C2O,Kd,0.45,mM
2976,3C2R,Kd,0.78,mM
2977,3C2F,Kd,10.1,mM
2978,3C2V,Kd,0.78,mM
2979,3C2V,Kd,10.1,mM
2980,1XT3,Kd,2.01,uM
2981,1JQY,Ki,12.0,uM
2982,1FD7,ic50,14.0,mM
2983,1EFI,ic50,12.0,mM
2984,1PZI,Kd,60.0,uM
2985,1EEF,ic50,1.2,mM
2986,1YVZ,ic50,4.4,uM
2987,1YVX,ic50,8.0,uM
2988,4BH1,Kd,1.1,mM
2989,4BH3,Kd,12.0,mM
2990,4BH0,Kd,17.0,mM
2991,4BH0,Kd,21.0,mM
2992,4BGX,Kd,1.7,mM
2993,4BH4,Kd,32.0,mM
2994,1MD2,Kd,40.0,nM
2995,5ELB,Kd,1.1,mM
2996,1JR0,Kd,12.0,uM
2997,1RF2,ic50,17.0,uM
2998,5ELD,Kd,2.5,mM
2999,1PZJ,ic50,0.32,mM
3000,5ELF,Kd,4.6,mM
3001,1RCV,ic50,29.0,uM
3002,1PZK,ic50,0.2,mM
3003,1RDP,ic50,9.0,uM
3004,1RD9,ic50,13.0,uM
3005,1EEI,ic50,0.7,mM
3006,5ELC,Kd,1.5,mM
3007,3UEC,Kd,60.6,uM
3008,3DWQ,Ki,2.0,mM
3009,3Q9O,Kd,513.0,uM
3010,4XQA,Kd,10.3,uM
3011,4XQB,Kd,163.4,uM
3012,3N0I,Kd,19.0,uM
3013,1UXA,Kd,5.0,mM
3014,1UXB,Kd,7.0,mM
3015,2VL8,ic50,30.0,uM
3016,4DXG,Kd,87.0,nM
3017,1BAI,Ki,20.0,nM
3018,3UW5,Ki,0.013999999999999999,uM
3019,3EEB,Kd,1.3,uM
3020,1MFI,Ki,2.6,uM
3021,3UW4,Ki,0.017,uM
3022,3H8C,Ki,0.019,uM
3023,3H89,Ki,0.023,uM
3024,3BC3,Ki,0.155,uM
3025,3H8B,Ki,0.511,uM
3026,1MHW,Ki,45.0,nM
3027,4CKU,ic50,0.15,uM
3028,2BJU,ic50,34.0,nM
3029,1CS4,ic50,2.7,uM
3030,2BW7,ic50,2.0,uM
3031,1WC0,Ki,0.3,mM
3032,1WC5,Ki,0.3,mM
3033,1WC3,Ki,0.3,mM
3034,1WC1,Ki,0.1,mM
3035,4OYA,ic50,0.36,uM
3036,4CLP,Ki,54.2,uM
3037,4OZ3,ic50,28.0,uM
3038,5D0R,Kd,0.43,uM
3039,4CLT,Ki,54.2,uM
3040,4OYM,ic50,11.0,uM
3041,4OYI,ic50,19.0,uM
3042,4USW,Kd,2.03,mM
3043,4OYB,ic50,1.6,uM
3044,2FQO,Ki,0.37,uM
3045,2FQT,Ki,0.72,uM
3046,1T7D,Kd,0.61,uM
3047,3IIQ,ic50,610.0,uM
3048,3IIQ,ic50,1.0,mM
3049,5TDC,Kd,12.88,uM
3050,4KJU,ic50,0.006,uM
3051,4KJV,ic50,0.018000000000000002,uM
3052,4J48,Ki,2.41,uM
3053,4J45,Ki,1.7,uM
3054,4J46,Ki,5.24,uM
3055,4J47,Ki,12.02,uM
3056,4J44,Ki,1.87,uM
3057,4OAS,Kd,0.045,nM
3058,3JZK,ic50,1.23,uM
3059,4JV7,ic50,1.0,uM
3060,4JVR,ic50,9.4,nM
3061,5LN2,ic50,0.13,nM
3062,4ZFI,Kd,0.5,uM
3063,4ZYF,Ki,1.3,nM
3064,4DIJ,ic50,0.03,uM
3065,4ZYI,ic50,0.008,uM
3066,5HMH,ic50,0.006999999999999999,uM
3067,4ERF,ic50,1.1,nM
3068,4ZYC,ic50,0.38,uM
3069,4OCC,ic50,2.0,nM
3070,3LBL,Ki,36.0,nM
3071,4MDN,Ki,0.6,uM
3072,5HMI,ic50,0.015,uM
3073,4MDQ,Ki,1.2,uM
3074,4HG7,ic50,90.0,nM
3075,3W69,ic50,8.3,nM
3076,4OQ3,ic50,0.008,uM
3077,4JV9,ic50,1.8,uM
3078,4QOC,ic50,0.12,nM
3079,4OGV,ic50,9.0,nM
3080,4ZGK,Kd,3.1,uM
3081,4OBA,ic50,0.4,nM
3082,4JVE,ic50,0.086,uM
3083,4JWR,ic50,0.61,uM
3084,4ERE,ic50,4.2,nM
3085,4QO4,ic50,0.005,uM
3086,4LWU,ic50,0.005,uM
3087,4LWV,ic50,7.0,nM
3088,4J74,Kd,26.0,uM
3089,4IPF,ic50,18.0,nM
3090,4J7D,Kd,20.0,uM
3091,4J3E,ic50,0.08800000000000001,uM
3092,4JSC,ic50,56.0,nM
3093,4JRG,ic50,196.0,nM
3094,4J7E,Kd,14.0,uM
3095,4LWT,ic50,3.9,uM
3096,4HBM,Kd,8.2,nM
3097,3TU1,Ki,0.25,uM
3098,2AXI,ic50,140.0,nM
3099,4MTI,ic50,1.2,nM
3100,4MU7,ic50,1.4,nM
3101,4LGE,ic50,2.1,nM
3102,4HY4,ic50,2.1,nM
3103,4HY5,ic50,1.3,nM
3104,4LGU,ic50,28.0,nM
3105,4IFI,Kd,3.34,uM
3106,4IGK,Kd,28.2,uM
3107,5AXI,ic50,120.0,uM
3108,5M6M,ic50,44.0,nM
3109,5M6F,ic50,220.0,nM
3110,5M6H,ic50,150.0,nM
3111,3DB3,Kd,211.0,uM
3112,3SOU,Kd,2.5,uM
3113,3SOW,Kd,7.3,uM
3114,3ZVY,Kd,7.9,uM
3115,2VSL,Ki,4.0,nM
3116,3V3L,Kd,370.0,nM
3117,4WT2,Kd,39.0,pM
3118,2GV2,ic50,5.0,nM
3119,5HMK,ic50,0.04,uM
3120,5TRF,Ki,0.88,nM
3121,4OGT,ic50,0.1,nM
3122,1RV1,ic50,0.14,uM
3123,3CM2,ic50,970.0,nM
3124,5EPL,Kd,0.094,uM
3125,4WVS,ic50,0.54,uM
3126,4WVU,ic50,1.97,uM
3127,4WVT,ic50,4.87,uM
3128,4OGN,ic50,0.1,nM
3129,4ODF,ic50,0.1,nM
3130,4ODE,ic50,0.1,nM
3131,5C83,ic50,0.16,uM
3132,5C3K,ic50,110.0,uM
3133,5C7D,ic50,7.7,uM
3134,5C84,ic50,0.64,uM
3135,5C0K,ic50,1200.0,uM
3136,5C7C,ic50,5.5,uM
3137,4P0A,Kd,30.3,uM
3138,3COW,Kd,0.125,uM
3139,3IVG,Kd,50.0,uM
3140,3IMC,Kd,1100.0,uM
3141,4G5Y,Kd,1.69,mM
3142,3IOD,Kd,80.0,uM
3143,3COY,Kd,0.96,uM
3144,3IUB,Kd,29.0,uM
3145,3LE8,Kd,860.0,nM
3146,3ISJ,Kd,210.0,uM
3147,3IOE,Kd,540.0,uM
3148,4G5F,Kd,0.88,mM
3149,4EFK,Kd,3.18,mM
3150,4DDH,Kd,0.48,mM
3151,3COZ,Kd,2.7,uM
3152,3IOC,Kd,210.0,uM
3153,3IVC,Kd,76.0,uM
3154,4EF6,Kd,1.18,mM
3155,4DDK,Kd,5.13,mM
3156,4FZJ,Kd,0.74,mM
3157,3IUE,Kd,1.5,uM
3158,3IVX,Kd,1.8,uM
3159,4DE5,Kd,0.67,mM
3160,3IME,Kd,1000.0,uM
3161,4DDM,Kd,3.48,mM
3162,3IOB,Kd,380.0,uM
3163,1LVK,Kd,1.2,uM
3164,4EWN,Kd,0.2,uM
3165,3U1I,Ki,5.6,uM
3166,1XQD,Kd,0.07,mM
3167,4V24,Ki,4.3,nM
3168,2IHK,Ki,10.2,uM
3169,2IHJ,Ki,25.7,uM
3170,2IHZ,Ki,27.5,uM
3171,2ZOF,ic50,7.0,nM
3172,3VOZ,ic50,0.14,uM
3173,5FI7,ic50,30.0,nM
3174,3UO9,ic50,0.08,uM
3175,5FI2,ic50,70.0,nM
3176,4ZCW,ic50,30.0,nM
3177,3UJS,Ki,0.4,mM
3178,3UJS,Ki,0.004,mM
3179,1EBG,Ki,15.0,pM
3180,1ELS,Ki,15.0,pM
3181,4A3R,Ki,5.0,mM
3182,1PDZ,Ki,0.2,mM
3183,1OUK,ic50,0.13,nM
3184,3GCV,Kd,74.0,nM
3185,3L8S,Kd,99.0,nM
3186,3RIN,ic50,1.3,nM
3187,1W84,ic50,35.0,uM
3188,2BAK,Kd,37.0,nM
3189,3HV6,ic50,5500.0,nM
3190,1WBO,ic50,1.0,mM
3191,4KIQ,ic50,23.0,nM
3192,3GC7,ic50,0.4,nM
3193,5MTX,Kd,17.7,nM
3194,2ZB0,Ki,0.24,uM
3195,2GTM,ic50,542.0,nM
3196,2YIX,Kd,3.3,nM
3197,3OCG,ic50,3.0,nM
3198,3P7C,ic50,0.022000000000000002,uM
3199,5TBE,Kd,4.4,nM
3200,4KIP,ic50,7.0,nM
3201,1ZZ2,ic50,6.0,uM
3202,1M7Q,ic50,2.6,nM
3203,5MTY,Kd,1.3,nM
3204,1YQJ,ic50,7.3,nM
3205,4AA5,ic50,6.7,nM
3206,1OVE,ic50,0.74,nM
3207,3UVP,ic50,0.035,uM
3208,3NNV,ic50,27.0,nM
3209,3CTQ,ic50,40.0,nM
3210,3ITZ,ic50,1.4,nM
3211,2ZB1,Ki,0.48,uM
3212,3HV5,ic50,150.0,nM
3213,1WBW,ic50,44.0,uM
3214,3P79,ic50,2.3,uM
3215,3HV7,ic50,90.0,nM
3216,3GFE,ic50,3.2,nM
3217,2RG5,ic50,3.1,nM
3218,3L8X,ic50,10.0,nM
3219,3GCS,Kd,56.0,nM
3220,3D83,Ki,4.4,nM
3221,1YW2,ic50,141.0,nM
3222,1W82,ic50,196.0,nM
3223,5TCO,Kd,3.14,nM
3224,3GCP,Kd,15.0,nM
3225,3HLL,Ki,0.0058,uM
3226,1ZZL,ic50,5.0,nM
3227,2RG6,ic50,2.2,nM
3228,3MPT,ic50,0.25,uM
3229,3NNW,ic50,9.0,nM
3230,3GI3,Kd,1.8,nM
3231,3HEC,ic50,70.0,uM
3232,3MVM,ic50,13.0,nM
3233,3NNU,ic50,48.0,nM
3234,1W7H,ic50,1.0,mM
3235,3U8W,ic50,1.0,nM
3236,1WBS,ic50,0.63,uM
3237,4E6C,Kd,15.0,uM
3238,1WBV,ic50,162.0,uM
3239,3HEG,ic50,0.057,uM
3240,2ZAZ,Ki,0.4,uM
3241,5ML5,ic50,10.0,nM
3242,4DLI,Kd,2.4,uM
3243,3P78,ic50,0.11,uM
3244,1YWR,ic50,32.0,nM
3245,3IW5,Kd,0.8390000000000001,uM
3246,3HV3,ic50,900.0,nM
3247,1OUY,ic50,4.3,nM
3248,3D7Z,Ki,12.0,nM
3249,3BV2,Ki,0.44,nM
3250,4L8M,ic50,0.001,uM
3251,1WBN,ic50,0.35,uM
3252,2QD9,ic50,13.0,nM
3253,3HUC,Kd,1030.0,nM
3254,3HL7,Ki,0.023,uM
3255,2GTN,ic50,4.0,nM
3256,3HRB,ic50,21.0,nM
3257,3BX5,ic50,1.5,nM
3258,3HVC,ic50,600.0,nM
3259,2GFS,ic50,0.7,uM
3260,2NPQ,Kd,3.08,uM
3261,3IW6,Kd,3.29,uM
3262,3S4Q,ic50,4.0,nM
3263,2BAJ,Kd,4.0,nM
3264,3NWW,ic50,7.0,nM
3265,1W83,ic50,0.065,uM
3266,3IPH,Ki,2.51e-05,mM
3267,3P7B,ic50,0.018000000000000002,uM
3268,3GCQ,Kd,342.0,nM
3269,4F9Y,Ki,184.0,nM
3270,2BAL,Kd,490.0,nM
3271,3HUB,Kd,8.2,nM
3272,4F9W,Ki,114.0,nM
3273,3P5K,ic50,0.076,uM
3274,2I0H,ic50,9.0,nM
3275,1ZYJ,ic50,1.5,uM
3276,1WBT,ic50,0.34,uM
3277,3E+92,Ki,10.0,nM
3278,3P7A,ic50,0.52,uM
3279,3NNX,ic50,11.0,nM
3280,1KV1,Kd,1.16,uM
3281,3KF7,ic50,40.0,nM
3282,4KIN,ic50,4.8,nM
3283,4AA4,ic50,9.0,nM
3284,3E+93,Ki,1.4,nM
3285,4AAC,ic50,16.0,nM
3286,4AA0,ic50,35.0,nM
3287,1OZ1,ic50,6.5,nM
3288,3IW8,Kd,13.4,uM
3289,3TTI,ic50,0.006,uM
3290,3TTJ,ic50,0.21,uM
3291,4WHZ,ic50,1.0,nM
3292,4H3B,Kd,17.2,uM
3293,3KVX,ic50,0.14800000000000002,uM
3294,4H39,Kd,0.8,uM
3295,4AWI,ic50,1.0,uM
3296,2O0U,ic50,3.2,uM
3297,2P33,ic50,57.0,nM
3298,2B1P,ic50,3.0,nM
3299,2OK1,Ki,0.55,uM
3300,3OXI,ic50,2.2,uM
3301,3OY1,ic50,0.016,uM
3302,3FI2,ic50,0.025,uM
3303,4L7F,ic50,160.0,nM
3304,2WAJ,ic50,0.39799999999999996,uM
3305,4QTD,ic50,1080.0,nM
3306,3G9L,Ki,0.74,uM
3307,4Y46,ic50,11.0,nM
3308,1PMN,ic50,7.1,nM
3309,3FI3,ic50,12.0,nM
3310,2O2U,ic50,4.0,uM
3311,4W4V,ic50,866.0,nM
3312,2R9S,ic50,0.15,uM
3313,4Y5H,ic50,15.0,nM
3314,4X21,Kd,36.0,nM
3315,3RTP,ic50,7.0,nM
3316,4Z9L,ic50,1.6,nM
3317,4W4Y,ic50,3034.0,nM
3318,4W4W,ic50,6630.0,nM
3319,3G90,Ki,0.44,uM
3320,1PMV,ic50,150.0,nM
3321,5BYZ,ic50,0.042,uM
3322,4ZSJ,ic50,2.3,uM
3323,5BVE,ic50,0.01,nM
3324,4O6E,ic50,1.0,nM
3325,5NHJ,ic50,0.0003,uM
3326,4QYY,Kd,0.05,uM
3327,4I5H,Ki,2.0,nM
3328,4QTE,Kd,0.084,uM
3329,5BUE,ic50,0.003,uM
3330,1WZY,ic50,0.56,uM
3331,5NHH,ic50,0.0011300000000000001,uM
3332,4QP8,ic50,0.28,uM
3333,4QP9,ic50,0.071,uM
3334,5BVF,ic50,0.19,nM
3335,2OJJ,Ki,0.002,uM
3336,4QTA,Kd,0.013000000000000001,uM
3337,5NHO,ic50,0.0003,uM
3338,2OJG,Ki,2.3,uM
3339,4QP2,Kd,940.0,uM
3340,5NHF,ic50,0.0012,uM
3341,5BUJ,ic50,0.005,uM
3342,5BUI,ic50,0.08900000000000001,uM
3343,4QP7,ic50,5.9,uM
3344,3ERK,ic50,18.0,uM
3345,1TVO,Ki,0.14,uM
3346,5BVD,ic50,0.16,nM
3347,4ZZN,ic50,0.26,uM
3348,4ERK,ic50,27.0,uM
3349,5NHV,ic50,0.0028,uM
3350,3I5Z,Ki,2.0,nM
3351,5NHP,ic50,0.023,uM
3352,3I60,Ki,2.0,nM
3353,1PME,Ki,0.76,nM
3354,5NHL,ic50,0.0003,uM
3355,5K4I,ic50,3.1,nM
3356,5EKO,ic50,15785.0,nM
3357,4QTB,Kd,0.084,uM
3358,2ZOQ,ic50,0.9,uM
3359,3E7O,ic50,120.0,nM
3360,3PTG,ic50,25.0,nM
3361,2FDW,Ki,130.0,nM
3362,3T3R,Ki,101.0,uM
3363,2FDV,Ki,800.0,nM
3364,4EJH,Kd,4.4,uM
3365,3EBS,Kd,21.0,uM
3366,1Z10,Kd,0.27,uM
3367,4EJI,Kd,4.4,uM
3368,2FDU,Ki,14200.0,nM
3369,1Z11,Kd,1.9,uM
3370,4EJJ,Kd,470.0,uM
3371,3T3Q,Ki,49.0,uM
3372,1ZOA,Kd,45.0,nM
3373,1JPZ,Kd,262.0,nM
3374,3EKD,Kd,7.4,uM
3375,4KEW,Kd,1.67,uM
3376,4DTW,Kd,80.0,uM
3377,4KEY,Kd,0.212,uM
3378,4DTZ,Kd,8.9,uM
3379,5DYZ,Kd,0.54,uM
3380,4DUB,Kd,1.3,uM
3381,3BEN,Kd,0.32,uM
3382,4DUF,Kd,3.3,uM
3383,4KPA,Kd,0.37,uM
3384,4DU2,Kd,3.3,uM
3385,4DUE,Kd,0.7,uM
3386,1N6B,Kd,20.0,uM
3387,1NR6,Kd,50.0,uM
3388,2NNJ,Ki,90.0,nM
3389,2HI4,Ki,25.0,nM
3390,3G5N,ic50,0.035,uM
3391,3TMZ,ic50,2.0,uM
3392,2BDM,ic50,0.9,uM
3393,4JLT,Kd,0.7,uM
3394,1SUO,ic50,0.04,uM
3395,5K7K,ic50,36.0,nM
3396,4NZ2,Kd,2.0,uM
3397,3IE3,Kd,0.21,uM
3398,13GS,Ki,24.0,uM
3399,2A2S,Ka,3300.0,M^-1
3400,1LBK,Kd,668.0,uM
3401,3GUS,Kd,0.9,uM
3402,10GS,Ki,0.4,uM
3403,2J9H,Ki,410.0,uM
3404,11GS,Ki,1.5,uM
3405,2GSS,Ki,11.5,uM
3406,2A2R,Ka,3300.0,M^-1
3407,3GSS,Ki,1.5,uM
3408,3DGQ,ic50,12.0,uM
3409,5J41,Ki,199.0,uM
3410,2C80,Kd,4.7,uM
3411,1OE7,Kd,9.0,uM
3412,2CAQ,Kd,285.0,uM
3413,2CA8,Kd,22.0,uM
3414,2F8F,Kd,21.0,uM
3415,1OE8,Kd,9.0,uM
3416,5G5F,Kd,5.2,uM
3417,5KEJ,Kd,7.8,uM
3418,1R4W,Kd,90.0,uM
3419,1YDK,Kd,1.3,uM
3420,1GSE,ic50,1.8,uM
3421,1XW6,Kd,2.4,uM
3422,2AAW,Ki,35.0,uM
3423,3GST,Ki,0.19,uM
3424,2GST,Ki,0.85,uM
3425,1NKI,Kd,0.2,uM
3426,2GSR,Ki,4.0,uM
3427,2IMF,Kd,14.0,uM
3428,2IME,Kd,19.0,uM
3429,2IME,Kd,14.0,uM
3430,2IME,Ki,136.0,uM
3431,2IMD,Kd,19.0,uM
3432,2IMD,Kd,14.0,uM
3433,2IMD,Ki,136.0,uM
3434,5A4W,Ka,0.16,uM^-1
3435,5A4U,Ka,0.09,uM^-1
3436,1UA7,ic50,0.2,uM
3437,4W93,Ki,8.0,nM
3438,3OLE,Ki,0.0147,uM
3439,1XD0,Ki,0.075,uM
3440,1U2Y,Ki,18.0,mM
3441,3OLD,Ki,1.25,uM
3442,1XD1,Ki,0.012,uM
3443,1U33,Ki,25.0,uM
3444,3OLG,Ki,0.0143,uM
3445,3OLI,Ki,0.0416,uM
3446,1U30,Ki,1.8,mM
3447,4GQR,Ki,110.0,uM
3448,1PIG,ic50,0.7,nM
3449,1JFH,Ki,9.0,mM
3450,1PPI,Ki,9.7,uM
3451,4O33,Kd,2.78,uM
3452,4O3F,Kd,2.78,uM
3453,1KF0,Kd,2.8,mM
3454,1VJD,Kd,0.28600000000000003,mM
3455,1VJC,Kd,0.263,mM
3456,1T32,Ki,38.0,nM
3457,1P9P,Kd,68.0,nM
3458,2ADD,Ki,3.5,mM
3459,1ODJ,Kd,80.0,uM
3460,1ODI,Kd,62.0,uM
3461,1K27,Ki,1.0,nM
3462,2AMT,Kd,36.0,uM
3463,3ERN,Kd,40.0,mM
3464,2GZL,ic50,3.0,mM
3465,3ELC,Kd,2.02,mM
3466,2ZJF,ic50,19.0,nM
3467,2CJP,Ki,0.8,mM
3468,1MZC,ic50,0.06,nM
3469,4GTM,ic50,9.2,nM
3470,1S63,Ki,0.9,nM
3471,3E+37,ic50,4050.0,nM
3472,1LD8,ic50,3.5,nM
3473,3PZ4,ic50,6.0,nM
3474,1O1S,Ki,49.0,nM
3475,2ZIR,ic50,6.4,nM
3476,4GTO,ic50,10.5,nM
3477,3KSQ,ic50,0.38,nM
3478,1LD7,ic50,1.1,nM
3479,1O5M,ic50,1.9,nM
3480,1KZO,Kd,5.0,nM
3481,2R2L,ic50,0.58,nM
3482,1NI1,ic50,0.9,nM
3483,1QBQ,Ki,5.0,nM
3484,3O7U,Ki,52.0,nM
3485,3A9Y,Ki,9.6,mM
3486,4M0R,ic50,2.2,uM
3487,4OWV,Ki,45.0,uM
3488,4N8Q,Ki,380.0,uM
3489,4GIU,ic50,6.8,uM
3490,4X5E,Ki,89.0,uM
3491,4IJ1,ic50,40.0,uM
3492,4GKM,ic50,29.0,uM
3493,4UWH,ic50,3.0,nM
3494,4AZ3,ic50,0.005,uM
3495,4AZ0,ic50,0.038,uM
3496,4R6W,Kd,5.4,uM
3497,4FGZ,ic50,1350.0,uM
3498,3UJD,Kd,20.2,uM
3499,3UJC,Kd,26.0,uM
3500,3UJ9,Kd,23.4,uM
3501,1GZ4,Ki,0.2,mM
3502,1GZ3,Ki,0.2,mM
3503,3HP9,Ki,26.0,uM
3504,3HL8,Ki,32.0,uM
3505,1OWB,Kd,1.16,uM
3506,2H12,Kd,21.1,uM
3507,2NAD,Ki,0.1,uM
3508,4MYD,Kd,28.0,uM
3509,3DWB,ic50,0.65,uM
3510,2DKN,Kd,8.8,uM
3511,2GZ3,Kd,6.0,uM
3512,4R54,Ki,2.2,mM
3513,4R41,Ki,0.27,mM
3514,4R51,Ki,3.8,mM
3515,4R4J,Ki,2.4,mM
3516,2GZ1,Kd,6.0,uM
3517,2GZ2,Kd,6.0,uM
3518,3PYX,Ki,0.78,mM
3519,4R5H,Ki,4.2,mM
3520,4R3W,Ki,1.0,mM
3521,3PWK,Ki,0.45,mM
3522,4R3N,Ki,1.0,mM
3523,1TB4,Ki,0.2,mM
3524,4R5M,Ki,0.076,mM
3525,3B8I,Ki,4.0,uM
3526,5TVA,Kd,14.0,uM
3527,1WHT,Ki,0.2,mM
3528,4IN9,Ki,10.7,uM
3529,5FOW,Kd,93.0,uM
3530,5FOV,Kd,1590.0,uM
3531,5FOU,Kd,113.0,uM
3532,4B34,Kd,0.73,mM
3533,4B32,Kd,0.46,mM
3534,4B3C,Kd,1.9,mM
3535,4B33,Kd,0.43,mM
3536,4B2I,Kd,1.0,mM
3537,4B35,Kd,1.3,mM
3538,4B2L,Kd,0.57,mM
3539,5FOT,Kd,680.0,uM
3540,5FOX,Kd,675.0,uM
3541,4B3D,Kd,2.1,mM
3542,4B3B,Kd,250.0,uM
3543,5F1X,Kd,0.78,uM
3544,5EY4,Kd,0.75,mM
3545,3LDP,Kd,2.41,uM
3546,5F2R,Kd,0.052000000000000005,mM
3547,5EXW,Kd,0.15,uM
3548,5EVZ,Kd,0.27,uM
3549,2GJ8,Kd,0.92,uM
3550,3WSJ,Ki,35.0,uM
3551,3HU3,Kd,0.13,uM
3552,5C5T,Kd,681.0,uM
3553,2V4V,Ka,1700.0,M^-1
3554,5L7V,Kd,9.6,nM
3555,4L1A,ic50,5.39,nM
3556,5I2E,Kd,0.23,uM
3557,5IPC,Kd,13.0,uM
3558,1RZY,Ki,1.25,uM
3559,2WVZ,Ki,96.0,uM
3560,2WZS,Ki,140.0,uM
3561,1NF3,Kd,50.0,nM
3562,1PU7,Ki,0.8,mM
3563,1PU8,Ki,0.8,mM
3564,1OF4,Kd,2.9,uM
3565,1OH4,Kd,0.2,mM
3566,2WA8,Kd,3.8,uM
3567,3BL7,ic50,7.62,nM
3568,3BL9,ic50,43.94,nM
3569,4SGA,Ki,50.0,nM
3570,2W92,Kd,28.0,uM
3571,4ZUR,ic50,0.068,uM
3572,4ZUN,ic50,26.0,uM
3573,4ZUQ,ic50,0.13,uM
3574,4ZUP,ic50,0.17,uM
3575,4ZUO,ic50,0.39,uM
3576,4UAP,Kd,0.9,mM
3577,3EBL,Kd,0.5,uM
3578,3F5O,Ki,3.0,uM
3579,3MTW,Ki,92.0,nM
3580,3K5X,Ki,390.0,nM
3581,3ITC,Ki,25.0,mM
3582,4ZL4,ic50,0.4,nM
3583,2WW2,Ki,14.0,uM
3584,3A23,Ka,610.0,M^-1
3585,3A22,Ka,150.0,M^-1
3586,2CDP,Ka,65000.0,M^-1
3587,4B7J,Ki,11.1,nM
3588,2VQO,ic50,317.0,nM
3589,2VQM,ic50,975.0,nM
3590,2VQQ,ic50,367.0,nM
3591,1UZ4,Ki,400.0,uM
3592,4OKS,ic50,3.0,uM
3593,4OK5,ic50,31.0,uM
3594,4OK3,ic50,71.0,uM
3595,4OK6,ic50,14.0,uM
3596,4OJQ,ic50,500.0,uM
3597,2F2H,Ki,2.0,uM
3598,3MWL,Kd,579.0,uM
3599,2XTN,Kd,40.0,nM
3600,2XTM,Kd,630.0,nM
3601,4RZB,Ki,30.0,uM
3602,2J1E,Ka,111.0,M^-1
3603,2J7M,Ka,1200.0,M^-1
3604,2J1A,Kd,980.0,uM
3605,2QYK,ic50,3.3,uM
3606,1FO0,Kd,2.6,uM
3607,2BFR,Kd,5.6,uM
3608,4P3H,ic50,1.0,uM
3609,4P2T,ic50,3.7,uM
3610,1A4R,Kd,9.4,pM
3611,1A4R,Kd,0.22,uM
3612,1VC9,Kd,13.0,uM
